lot_id,die_attach_temp,bond_force,epoxy_volume,die_attach_void_percent,cure_temp,cure_time,cure_ramp_rate,mold_temp,mold_pressure,transfer_speed,vacuum_level,mold_void_count,pmc_temp,pmc_time,cooling_rate,warpage_mm,floor_life_hours,moisture_content,reflow_peak_temp,reflow_ramp_rate,time_above_liquidus,da_temp_zone,bond_force_zone,epoxy_volume_zone,da_void_zone,cure_temp_zone,cure_time_zone,cure_ramp_zone,mold_temp_zone,mold_pressure_zone,transfer_speed_zone,vacuum_zone,mold_void_zone,pmc_temp_zone,pmc_time_zone,cooling_zone,warpage_zone,floor_life_zone,moisture_zone,peak_temp_zone,reflow_ramp_zone,tal_zone,da_temp_risk,bond_force_risk,epoxy_volume_risk,da_void_risk,cure_temp_risk,cure_time_risk,cure_ramp_risk,mold_temp_risk,mold_pressure_risk,transfer_speed_risk,vacuum_risk,mold_void_risk,pmc_temp_risk,pmc_time_risk,cooling_risk,warpage_risk,floor_life_risk,moisture_risk,peak_temp_risk,reflow_ramp_risk,tal_risk,die_attach_score,die_attach_cure_score,moulding_score,pmc_score,reflow_score,die_attach_class,die_attach_cure_class,moulding_class,pmc_class,reflow_class,overall_risk,overall_class,danger_trigger_stage,final_action
LOT_0415,149.79,22.72,118.76,0.0,164.17,42.29,7.39,171.47,68.45,1.13,0.85,4,171.43,97.36,6.12,0.01,21.32,0.182,235.66,2.24,123.23,Normal,Warning,Danger,Normal,Normal,Warning,Warning,Normal,Warning,Warning,Danger,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.325,0.475,0.1,0.1,Low,Low,Medium,Low,Low,0.268,Low,Die Attach,Immediate Hold / Halt
LOT_0416,153.4,21.93,101.17,6.09,158.6,55.36,5.29,176.67,82.56,0.97,0.42,11,176.35,97.44,3.65,0.044,20.86,0.294,229.96,1.24,70.89,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Danger,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.175,0.3,0.1,0.0,Low,Low,Low,Low,Low,0.156,Low,Moulding,Immediate Hold / Halt
LOT_0417,151.24,19.28,111.82,0.0,158.99,82.8,5.2,180.31,96.41,0.86,0.48,1,156.32,84.41,5.32,0.123,38.86,0.194,239.75,3.52,75.08,Normal,Normal,Danger,Normal,Warning,Warning,Normal,Warning,Danger,Warning,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Danger,Normal,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.2,0.35,0.375,0.4,0.2,Low,Medium,Medium,Medium,Low,0.296,Low,Die Attach,Immediate Hold / Halt
LOT_0418,151.76,20.49,111.69,7.89,154.64,42.19,5.87,174.61,76.36,1.2,0.54,2,175.46,83.25,6.35,0.017,39.77,0.465,233.98,2.23,124.27,Normal,Normal,Danger,Warning,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Warning,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.4,0.35,0.075,0.2,0.2,Medium,Medium,Low,Low,Low,0.231,Low,Die Attach,Immediate Hold / Halt
LOT_0419,156.94,19.49,94.12,7.82,174.47,42.53,3.19,176.35,85.03,0.94,0.64,0,155.2,82.37,4.09,0.058,0.0,0.0,240.89,3.22,127.69,Warning,Normal,Warning,Warning,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.35,0.1,0.1,0.2,Medium,Medium,Low,Low,Low,0.222,Low,None,Continue
LOT_0420,157.13,17.55,90.77,5.99,170.08,66.0,1.98,169.8,79.76,1.1,0.65,2,172.32,91.53,5.03,0.105,25.58,0.21,245.65,2.89,98.02,Warning,Warning,Warning,Warning,Warning,Normal,Danger,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.475,0.1,0.3,0.0,Medium,Medium,Low,Low,Low,0.241,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0421,152.28,24.03,102.12,1.4,172.07,39.51,3.38,177.02,84.13,0.75,0.42,0,166.59,106.98,5.06,0.078,10.9,0.048,256.36,2.97,68.8,Normal,Warning,Normal,Normal,Warning,Danger,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.525,0.075,0.2,0.125,Low,Medium,Low,Low,Low,0.179,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0422,154.32,19.79,97.7,5.74,159.07,54.84,5.18,172.0,85.35,1.37,0.35,0,155.99,87.29,3.01,0.097,27.18,0.01,230.48,2.74,94.06,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Danger,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.175,0.325,0.1,0.0,Low,Low,Low,Low,Low,0.163,Low,Moulding,Immediate Hold / Halt
LOT_0423,147.45,15.03,103.77,9.09,167.22,47.29,5.07,166.8,88.46,1.02,0.15,1,173.24,84.01,3.59,0.0,37.6,0.153,227.75,2.2,119.43,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Warning,Warning,Normal,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.175,0.35,0.0,0.0,Low,Low,Medium,Low,Low,0.174,Low,Moulding,Immediate Hold / Halt
LOT_0424,147.68,25.21,103.43,5.36,163.97,58.98,4.6,173.19,84.25,0.81,0.28,0,184.32,99.55,4.46,0.0,38.96,0.233,246.71,1.72,94.81,Normal,Danger,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.15,0.1,0.0,Medium,Low,Low,Low,Low,0.133,Low,Die Attach,Immediate Hold / Halt
LOT_0425,147.46,17.7,105.87,0.0,169.52,70.27,3.68,170.08,78.22,1.06,0.47,3,182.34,80.86,1.43,0.146,64.4,0.309,236.3,2.4,56.44,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Danger,Warning,Warning,Warning,Normal,Normal,Normal,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.2,0.175,0.15,0.5,0.175,Low,Low,Low,Medium,Low,0.223,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0426,153.86,15.95,97.6,0.0,166.01,54.5,5.27,175.13,72.11,1.13,0.49,0,185.69,98.58,3.77,0.193,68.2,0.228,247.78,1.71,85.58,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Danger,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.175,0.4,0.075,Low,Low,Low,Medium,Low,0.142,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0427,148.81,20.55,102.66,6.24,166.9,41.84,3.59,171.72,77.74,1.21,0.27,1,176.67,84.6,4.69,0.069,30.16,0.216,250.34,1.26,79.1,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Normal,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.175,0.15,0.1,0.125,Low,Low,Low,Low,Low,0.15,Low,None,Continue
LOT_0428,151.78,21.6,111.94,2.44,176.84,50.11,6.99,179.9,72.69,1.06,0.49,4,168.44,84.47,6.05,0.072,43.83,0.216,258.33,1.96,71.58,Normal,Normal,Danger,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Normal,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.325,0.25,0.1,0.125,Low,Low,Low,Low,Low,0.198,Low,Die Attach,Immediate Hold / Halt
LOT_0429,159.15,18.67,112.81,7.57,163.76,32.8,4.97,175.61,89.34,1.32,0.36,4,175.36,109.32,4.75,0.0,20.27,0.077,243.38,3.28,99.15,Warning,Normal,Danger,Warning,Normal,Danger,Normal,Normal,Warning,Danger,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.35,0.475,0.2,0.1,Medium,Medium,Medium,Low,Low,0.326,Low,Die Attach,Immediate Hold / Halt
LOT_0430,156.89,21.03,89.61,0.0,166.19,56.79,3.53,164.8,74.12,0.96,0.63,3,181.26,71.36,5.32,0.084,40.67,0.185,253.57,2.74,69.62,Warning,Normal,Danger,Normal,Normal,Normal,Normal,Danger,Warning,Normal,Normal,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.45,0.3,0.125,Low,Low,Medium,Low,Low,0.249,Low,Die Attach,Immediate Hold / Halt
LOT_0431,149.93,19.28,103.91,0.0,164.77,65.93,5.05,183.08,86.19,1.0,0.54,3,172.82,57.14,3.55,0.0,54.68,0.241,243.45,3.22,102.67,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Danger,Normal,Normal,Warning,Normal,Normal,Warning,Normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.35,0.2,0.175,Low,Low,Medium,Low,Low,0.161,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0432,143.23,19.79,97.32,0.0,159.48,57.25,4.83,166.11,89.21,0.98,0.51,3,164.48,98.21,3.45,0.008,37.76,0.474,250.8,3.24,74.38,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Warning,Warning,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Warning,Warning,Warning,Normal,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.1,0.175,0.35,0.1,0.325,Low,Low,Medium,Low,Low,0.23,Low,None,Continue
LOT_0433,140.41,24.47,116.44,10.17,162.31,42.68,3.4,164.9,79.14,1.32,0.47,3,179.63,82.73,7.05,0.239,20.85,0.163,250.58,2.22,55.3,Warning,Warning,Danger,Danger,Normal,Warning,Normal,Danger,Normal,Danger,Normal,Warning,Warning,Normal,Danger,Danger,Normal,Normal,Warning,Normal,Normal,0.5,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.8,0.175,0.5,0.7,0.125,High,Low,Medium,High,Low,0.448,Medium,Die Attach,Immediate Hold / Halt
LOT_0434,157.69,23.65,101.24,0.0,155.16,61.61,4.25,172.95,88.18,1.15,0.78,0,167.6,103.66,4.67,0.203,34.09,0.527,249.32,3.35,80.29,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Warning,Normal,Danger,Normal,Danger,Normal,Warning,Normal,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.2,0.175,0.25,0.5,0.3,Low,Low,Low,Medium,Low,0.279,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0435,150.09,22.73,112.9,6.92,164.33,80.66,1.71,166.47,85.45,1.0,0.62,2,174.0,75.34,4.86,0.16,53.29,0.552,246.95,2.72,44.3,Normal,Warning,Danger,Warning,Normal,Warning,Danger,Warning,Warning,Normal,Normal,Normal,Normal,Warning,Normal,Warning,Warning,Danger,Normal,Normal,Normal,0.0,0.5,1.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.475,0.2,0.3,0.275,Medium,Medium,Low,Low,Low,0.335,Medium,Die Attach,Immediate Hold / Halt
LOT_0436,146.81,19.42,108.4,1.56,171.37,59.98,4.73,176.49,76.87,0.91,0.16,1,166.64,80.71,4.63,0.133,29.57,0.399,249.6,2.26,76.11,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Danger,Normal,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.1,0.175,0.15,0.2,0.1,Low,Low,Low,Low,Low,0.139,Low,Moulding,Immediate Hold / Halt
LOT_0437,151.88,21.72,111.18,8.76,160.67,58.47,6.01,181.41,87.51,0.99,0.25,0,171.91,96.16,2.35,0.084,39.15,0.077,253.84,2.2,127.73,Normal,Normal,Danger,Warning,Normal,Normal,Warning,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Warning,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.4,0.15,0.275,0.1,0.225,Medium,Low,Low,Low,Low,0.243,Low,Die Attach,Immediate Hold / Halt
LOT_0438,146.8,16.92,96.33,3.62,161.89,56.76,5.5,173.97,79.47,0.66,0.58,2,181.27,73.09,1.29,0.129,32.32,0.099,232.76,3.73,132.42,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Danger,Normal,Normal,Warning,Warning,Danger,Warning,Normal,Normal,Normal,Danger,Warning,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.1,0.0,0.15,0.6,0.3,Low,Low,Low,Medium,Low,0.223,Low,Moulding,Immediate Hold / Halt
LOT_0439,135.08,18.63,113.31,2.1,161.08,55.76,3.32,164.77,88.42,0.63,0.55,5,159.84,73.36,5.82,0.123,9.19,0.43,254.65,2.72,63.0,Danger,Normal,Danger,Normal,Normal,Normal,Normal,Danger,Warning,Danger,Normal,Warning,Warning,Warning,Warning,Warning,Normal,Warning,Warning,Normal,Normal,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.4,0.0,0.6,0.5,0.225,Medium,Low,Medium,Medium,Low,0.361,Medium,Die Attach,Immediate Hold / Halt
LOT_0440,147.52,20.86,98.49,7.76,152.76,37.59,5.27,172.05,74.98,0.65,0.5,2,174.57,91.24,3.8,0.174,0.0,0.33,231.63,1.83,53.62,Normal,Normal,Normal,Warning,Warning,Danger,Normal,Normal,Warning,Danger,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.2,0.525,0.25,0.2,0.1,Low,Medium,Low,Low,Low,0.236,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0441,154.69,19.8,99.89,0.0,162.6,48.55,5.58,169.05,90.64,0.66,0.34,7,166.95,66.33,4.33,0.042,3.94,0.086,267.15,2.3,32.23,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Warning,Danger,Danger,Warning,Danger,Normal,Warning,Normal,Normal,Normal,Normal,Danger,Normal,Normal,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.175,0.825,0.1,0.25,Low,Low,High,Low,Low,0.31,Low,Moulding,Immediate Hold / Halt
LOT_0442,158.96,21.83,93.87,0.27,170.39,56.3,2.11,185.72,76.53,1.3,0.76,0,177.23,78.27,1.2,0.046,33.54,0.181,242.54,3.41,93.19,Warning,Normal,Warning,Normal,Warning,Normal,Warning,Danger,Normal,Warning,Warning,Normal,Warning,Warning,Danger,Normal,Normal,Normal,Normal,Warning,Normal,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.325,0.35,0.4,0.1,Low,Low,Medium,Medium,Low,0.261,Low,Moulding,Immediate Hold / Halt
LOT_0443,144.94,22.11,101.58,0.0,168.43,65.88,5.03,180.35,74.62,1.07,0.19,3,183.67,72.09,2.86,0.023,27.12,0.091,248.37,3.18,106.03,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Danger,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Warning,Normal,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.5,0.3,0.1,Low,Low,Medium,Low,Low,0.235,Low,Moulding,Immediate Hold / Halt
LOT_0444,139.39,22.99,107.5,7.32,167.98,63.3,6.55,186.54,72.38,1.22,0.48,2,159.24,84.87,2.5,0.043,0.0,0.183,241.75,2.58,41.56,Danger,Warning,Warning,Warning,Normal,Normal,Warning,Danger,Warning,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.375,0.2,0.0,Medium,Low,Medium,Low,Low,0.266,Low,Die Attach,Immediate Hold / Halt
LOT_0445,141.33,21.09,93.62,8.3,166.8,69.1,7.12,173.14,75.4,1.17,0.6,1,179.74,86.18,4.05,0.082,1.57,0.262,256.17,2.86,90.93,Warning,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Normal,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.15,0.075,0.1,0.125,Medium,Low,Low,Low,Low,0.168,Low,None,Continue
LOT_0446,149.03,20.99,106.0,6.44,162.35,64.87,5.72,168.96,81.35,0.57,0.6,4,175.23,82.89,4.46,0.194,57.93,0.246,246.11,3.39,44.98,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Danger,Normal,Warning,Warning,Normal,Normal,Warning,Warning,Normal,Normal,Warning,Normal,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.3,0.0,0.4,0.3,0.175,Low,Low,Medium,Low,Low,0.249,Low,Moulding,Immediate Hold / Halt
LOT_0447,148.06,24.01,107.8,5.48,152.95,59.25,4.12,176.99,73.53,0.79,0.09,6,167.2,92.83,4.0,0.0,0.0,0.099,239.21,2.79,66.13,Normal,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Danger,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.175,0.625,0.0,0.0,Medium,Low,Medium,Low,Low,0.263,Low,Moulding,Immediate Hold / Halt
LOT_0448,160.48,23.08,106.47,3.52,177.11,56.73,4.95,176.02,85.61,1.13,0.4,0,174.48,102.87,3.41,0.0,19.02,0.344,259.44,1.54,77.2,Danger,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Normal,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.4,0.175,0.175,0.1,0.225,Medium,Low,Low,Low,Low,0.221,Low,Die Attach,Immediate Hold / Halt
LOT_0449,147.66,24.07,99.72,0.37,169.47,53.93,3.16,169.64,93.87,1.08,0.52,1,172.05,95.04,4.44,0.089,44.85,0.253,237.18,2.01,30.63,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,Low,Low,Low,Low,Low,0.095,Low,Moulding,Immediate Hold / Halt
LOT_0450,162.16,22.59,93.36,2.87,159.9,83.14,2.87,175.69,79.13,1.17,0.48,0,168.24,72.5,4.12,0.195,0.0,0.13,240.58,2.19,112.2,Danger,Warning,Warning,Normal,Warning,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.075,0.3,0.0,Medium,Medium,Low,Low,Low,0.219,Low,Die Attach,Immediate Hold / Halt
LOT_0451,148.96,21.25,94.99,4.92,171.22,49.02,6.17,175.31,88.36,0.96,0.58,2,169.33,94.66,4.81,0.0,58.41,0.0,239.52,2.42,102.37,Normal,Normal,Warning,Normal,Warning,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Normal,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.0,0.075,Low,Medium,Low,Low,Low,0.139,Low,None,Continue
LOT_0452,159.46,14.43,95.94,0.0,165.25,64.08,7.39,175.72,88.35,1.12,0.41,0,171.93,63.14,5.94,0.067,52.68,0.178,247.15,2.67,88.65,Warning,Danger,Normal,Normal,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Normal,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.15,0.175,0.2,0.075,Low,Low,Low,Low,Low,0.175,Low,Die Attach,Immediate Hold / Halt
LOT_0453,147.4,21.18,92.59,0.0,174.94,70.91,5.1,184.99,77.86,1.26,0.54,0,182.94,107.83,3.82,0.138,14.31,0.374,225.87,1.68,119.38,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Normal,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.1,0.35,0.175,0.4,0.1,Low,Medium,Low,Medium,Low,0.201,Low,None,Continue
LOT_0454,148.5,20.62,89.23,11.39,174.52,56.99,4.39,181.18,95.86,1.19,0.93,0,164.26,68.6,4.66,0.094,20.35,0.371,254.86,1.28,72.09,Normal,Normal,Danger,Danger,Warning,Normal,Normal,Warning,Danger,Warning,Danger,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Normal,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6,0.175,0.525,0.2,0.225,Medium,Low,Medium,Low,Low,0.364,Medium,Die Attach,Immediate Hold / Halt
LOT_0455,154.92,18.6,93.61,8.07,154.68,55.48,5.49,171.56,86.27,0.89,0.78,2,174.7,103.43,3.06,0.0,32.66,0.261,249.45,2.32,77.09,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.175,0.25,0.1,0.0,Low,Low,Low,Low,Low,0.164,Low,None,Continue
LOT_0456,162.05,15.58,105.87,1.7,162.31,55.24,3.79,178.43,91.13,1.09,0.52,0,173.62,128.81,3.43,0.05,10.53,0.177,223.04,2.82,64.63,Danger,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Danger,Normal,Normal,Normal,Normal,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Normal,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.0,Medium,Low,Low,Low,Low,0.16,Low,Die Attach,Immediate Hold / Halt
